Player,Position,Team,Total Value,Average Per Year,Total Guaranteed
Rejzohn Wright,CB,Saints,"$1,755,000","$877,500",$0
Logan Bruss,LT,Titans,"$1,755,000","$877,500",$0
Chigozie Anusiem,CB,Browns,"$1,755,000","$877,500",$0
Natrone Brooks,CB,Falcons,"$1,755,000","$877,500",$0
Isaiah Stalbird,S,Saints,"$1,755,000","$877,500",$0
Bryce Oliver,WR,Titans,"$1,755,000","$877,500",$0
Josh Butler,CB,Cowboys,"$1,755,000","$877,500",$0
Jaylon Thomas,RT,Texans,"$1,755,000","$877,500",$0
Princeton Fant,TE,Cowboys,"$1,755,000","$877,500",$0
Jack Plummer,QB,Panthers,"$1,755,000","$877,500",$0
Devin Cochran,LT,Bengals,"$1,755,000","$877,500",$0
Kyle Hergel,LG,Saints,"$1,755,000","$877,500",$0
Kader Kohou,CB,Dolphins,"$2,590,000","$863,333","$40,000"
Kurt Hinish,IDL,Texans,"$2,585,000","$861,667","$85,000"
Jawhar Jordan,RB,Texans,"$860,000","$860,000","$10,000"
Markquese Bell,S,Cowboys,"$2,575,000","$858,333","$215,000"
Jaylen Warren,RB,Steelers,"$2,572,000","$857,333","$12,000"
Dee Alford,CB,Falcons,"$2,570,500","$856,833","$60,000"
Wesley French,LG,Colts,"$2,570,000","$856,667","$10,000"
Tony Adams,S,Jets,"$2,570,000","$856,667","$110,000"
Ryan Stonehouse,P,Titans,"$2,570,000","$856,667","$10,000"
Luke Masterson,LB,Raiders,"$2,570,000","$856,667","$70,000"
D'Anthony Bell,S,Browns,"$2,567,500","$855,833","$60,000"
Jack Sanborn,LB,Bears,"$2,567,500","$855,833","$17,500"
Jake Hansen,LB,Texans,"$2,567,500","$855,833","$22,500"
Stone Smartt,TE,Chargers,"$2,565,000","$855,000","$5,000"
Ryan Wright,P,Vikings,"$2,565,000","$855,000","$20,000"
Jake Hummel,LB,Rams,"$2,565,000","$855,000","$5,000"
Jaylon Jones,CB,Bears,"$2,562,500","$854,167","$2,500"
Mitchell Fraboni,LS,Broncos,"$2,560,000","$853,333",$0
Kavontae Turpin,WR,Cowboys,"$2,560,000","$853,333",$0
Jordan Mason,RB,49ers,"$2,560,000","$853,333","$40,000"
Mike Brown,S,Titans,"$2,560,000","$853,333",$0
Sincere Haynesworth,C,Cardinals,"$840,000","$840,000",$0
Gabriel Murphy,EDGE,Vikings,"$840,000","$840,000",$0
Leonard Payne,IDL,Packers,"$840,000","$840,000",$0
Theo Benedet,RT,Bears,"$840,000","$840,000",$0
Henry Byrd,RG,Vikings,"$840,000","$840,000",$0
T.J. Luther,WR,Panthers,"$840,000","$840,000",$0
Kenny Dyson Jr.,EDGE,Panthers,"$840,000","$840,000",$0
Marcellus Johnson,LT,Vikings,"$840,000","$840,000",$0
Reddy Steward,CB,Vikings,"$840,000","$840,000",$0
Zavier Scott,WR,Vikings,"$840,000","$840,000",$0
Carl Jones Jr.,EDGE,Bears,"$840,000","$840,000",$0
Thayer Thomas,WR,Vikings,"$840,000","$840,000",$0
Max Tooley,LB,Vikings,"$840,000","$840,000",$0
Jesse Matthews,WR,Falcons,"$840,000","$840,000",$0
Emory Jones,QB,Falcons,"$840,000","$840,000",$0
Joey Fisher,LT,Falcons,"$840,000","$840,000",$0
John Jackson,WR,Bears,"$840,000","$840,000",$0
Joel Wilson,TE,Bears,"$840,000","$840,000",$0
Austin Reed,QB,Bears,"$840,000","$840,000",$0
M.J. Devonshire,CB,Raiders,"$840,000","$840,000",$0
Doug Nester,LT,Steelers,"$840,000","$840,000",$0
Thomas Rush,EDGE,Steelers,"$840,000","$840,000",$0
Jacob Slade,IDL,Steelers,"$840,000","$840,000",$0
Dalton Wagner,RT,Raiders,"$840,000","$840,000",$0
Julius Welschof,EDGE,Steelers,"$840,000","$840,000",$0
Will Putnam,C,Raiders,"$840,000","$840,000",$0
Ovie Oghoufo,EDGE,Raiders,"$840,000","$840,000",$0
Gottlieb Ayedze,LG,Raiders,"$840,000","$840,000",$0
Junior Aho,EDGE,Falcons,"$840,000","$840,000",$0
David Ebuka Agoha,EDGE,Raiders,"$840,000","$840,000",$0
Lorenzo Thompson,LT,Browns,"$840,000","$840,000",$0
Andre Szmyt,K,Browns,"$840,000","$840,000",$0
Julian Pearl,LT,Browns,"$840,000","$840,000",$0
Roy Mbaeteka,RT,Browns,"$840,000","$840,000",$0
Marcus Haynes,EDGE,Browns,"$840,000","$840,000",$0
Trey Dean,S,Browns,"$840,000","$840,000",$0
Dylan Drummond,WR,Falcons,"$840,000","$840,000",$0
Tejhaun Palmer,WR,Cardinals,"$840,000","$840,000",$0
Bernhard Seikovits,TE,Cardinals,"$840,000","$840,000",$0
Darrian Dalcourt,RG,Ravens,"$840,000","$840,000",$0
Cameron McCutcheon,CB,Steelers,"$840,000","$840,000",$0
Jerome Carvin,LG,Texans,"$840,000","$840,000",$0
Kearis Jackson,WR,Texans,"$840,000","$840,000",$0
C.J. Okoye,IDL,Ravens,"$840,000","$840,000",$0
Jerrod Clark,IDL,Panthers,"$840,000","$840,000",$0
Corey Bullock,C,Ravens,"$840,000","$840,000",$0
Devin Leary,QB,Ravens,"$840,000","$840,000",$0
Erick Hallett,CB,Lions,"$840,000","$840,000",$0
C.J. Ravenell,EDGE,Ravens,"$840,000","$840,000",$0
Dayton Wade,WR,Ravens,"$840,000","$840,000",$0
Adedayo Odeleye,EDGE,Ravens,"$840,000","$840,000",$0
Zaire Mitchell-Paden,TE,Ravens,"$840,000","$840,000",$0
Morice Norris,CB,Lions,"$840,000","$840,000",$0
Kazmeir Allen,WR,Commanders,"$840,000","$840,000",$0
Ben Nikkel,S,Commanders,"$840,000","$840,000",$0
Isaac Ukwu,EDGE,Lions,"$840,000","$840,000",$0
DaRon Gilbert,LB,Lions,"$840,000","$840,000",$0
D.J. James,CB,Patriots,"$840,000","$840,000",$0
Durell Nchami,EDGE,Colts,"$840,000","$840,000",$0
Matt Jones,LG,Cardinals,"$840,000","$840,000",$0
Jeshaun Jones,WR,Vikings,"$840,000","$840,000",$0
Jaden Davis,CB,Cardinals,"$840,000","$840,000",$0
Josh Cephus,WR,Jaguars,"$840,000","$840,000",$0
Shawn Bowman,TE,Jaguars,"$840,000","$840,000",$0
Pheldarius Payne,IDL,Colts,"$840,000","$840,000",$0
Solomon Byrd,EDGE,Texans,"$840,000","$840,000",$0
Kingsley Eguakun,C,Lions,"$840,000","$840,000",$0
Johnny Johnson III,WR,Texans,"$840,000","$840,000",$0
Alex Johnson,CB,Colts,"$840,000","$840,000",$0
Xavier Johnson,WR,Texans,"$840,000","$840,000",$0
Marcel Dabo,CB,Colts,"$840,000","$840,000",$0
Jason Bean,QB,Colts,"$840,000","$840,000",$0
Kedon Slovis,QB,Texans,"$840,000","$840,000",$0
Austin Ajiake,LB,Colts,"$840,000","$840,000",$0
Kyler McMichael,CB,Steelers,"$840,000","$840,000",$0
Emani Bailey,RB,Panthers,"$840,000","$840,000",$0
John Jiles,WR,Patriots,"$840,000","$840,000",$0
Micah Abraham,CB,Bengals,"$840,000","$840,000",$0
Quinton Newsome,CB,Broncos,"$840,000","$840,000",$0
William Sherman,LG,Broncos,"$840,000","$840,000",$0
Cole Burgess,WR,Bengals,"$840,000","$840,000",$0
Reese Taylor,CB,Broncos,"$840,000","$840,000",$0
Thomas Yassmin,TE,Broncos,"$840,000","$840,000",$0
Deslin Alexandre,EDGE,Packers,"$840,000","$840,000",$0
James Ester,IDL,Packers,"$840,000","$840,000",$0
Andrew Coker,LT,Bengals,"$840,000","$840,000",$0
Kamal Hadden,CB,Packers,"$840,000","$840,000",$0
Alex Hale,K,Packers,"$840,000","$840,000",$0
Marquis Hayes,LG,Packers,"$840,000","$840,000",$0
Julian Hicks,WR,Packers,"$840,000","$840,000",$0
Donovan Jennings,RT,Packers,"$840,000","$840,000",$0
Cornelius Johnson,WR,Packers,"$840,000","$840,000",$0
Jordan Miller,IDL,Broncos,"$840,000","$840,000",$0
K.J. Cloyd,LB,Broncos,"$840,000","$840,000",$0
Jeremiah Martin,EDGE,Packers,"$840,000","$840,000",$0
Ryan Cooper,CB,Seahawks,"$840,000","$840,000",$0
Anim Dankwah,LT,Commanders,"$840,000","$840,000",$0
Jamie Sheriff,LB,Seahawks,"$840,000","$840,000",$0
Trevor Reid,LT,Vikings,"$840,000","$840,000",$0
Kenneth Odumegwu,IDL,Seahawks,"$840,000","$840,000",$0
Mike Novitsky,C,Seahawks,"$840,000","$840,000",$0
Michael Dowell,S,Seahawks,"$840,000","$840,000",$0
Jalen McKenzie,RT,49ers,"$840,000","$840,000",$0
Jackson Mitchell,LB,Raiders,"$840,000","$840,000",$0
Isaac Alarcon,LT,49ers,"$840,000","$840,000",$0
Tyler Manoa,IDL,Raiders,"$840,000","$840,000",$0
Craig Young,S,Bengals,"$840,000","$840,000",$0
Steven Jones,LG,Steelers,"$840,000","$840,000",$0
Tashawn Manning,RG,Bengals,"$840,000","$840,000",$0
Jaylen Key,S,Bengals,"$840,000","$840,000",$0
P.J. Jules,S,Bengals,"$840,000","$840,000",$0
Kalen King,CB,Packers,"$840,000","$840,000",$0
Marcus Harris,IDL,Patriots,"$840,000","$840,000",$0
Jordan Murray,TE,Bears,"$840,000","$840,000",$0
Terique Owens,WR,49ers,"$840,000","$840,000",$0
Zack Johnson,LG,49ers,"$840,000","$840,000",$0
Keith Randolph,IDL,Packers,"$840,000","$840,000",$0
Johnny Lumpkin,TE,Packers,"$840,000","$840,000",$0
Karsen Barnhart,LG,Chargers,"$840,000","$840,000",$0
Jude McAtamney,K,Giants,"$840,000","$840,000",$0
Bryan Hudson,C,Giants,"$840,000","$840,000",$0
Kaleb Hayes,CB,Packers,"$840,000","$840,000",$0
Tulu Griffin,WR,Packers,"$840,000","$840,000",$0
Domenique Davis,IDL,Steelers,"$840,000","$840,000",$0
Tanner Mordecai,QB,49ers,"$840,000","$840,000",$0
Brady Latham,LG,Browns,"$840,000","$840,000",$0
Matt Cindric,C,Falcons,"$840,000","$840,000",$0
Drake Nugent,C,49ers,"$840,000","$840,000",$0
Mark Perry,S,Patriots,"$840,000","$840,000",$0
Jeremiah Jean-Baptiste,LB,Chargers,"$840,000","$840,000",$0
McCallan Castles,TE,Chargers,"$840,000","$840,000",$0
Andrew Parker Jr.,LB,Patriots,"$840,000","$840,000",$0
Anthony Goodlow,EDGE,Cardinals,"$840,000","$840,000",$0
Mason Pline,TE,49ers,"$840,000","$840,000",$0
Emany Johnson,S,Chargers,"$840,000","$840,000",$0
Jaylen Johnson,WR,Chargers,"$840,000","$840,000",$0
Tre'Mon Morris-Brash,EDGE,Chargers,"$840,000","$840,000",$0
Alec Anderson,RG,Bills,"$1,673,500","$836,750","$8,500"
Trevor Nowaske,LB,Lions,"$1,665,000","$832,500",$0
Juanyeh Thomas,S,Cowboys,"$1,665,000","$832,500",$0
Tommy DeVito,QB,Giants,"$1,665,000","$832,500",$0
Chance Campbell,LB,Titans,"$1,665,000","$832,500",$0
Jeremiah Pharms,IDL,Patriots,"$1,665,000","$832,500",$0
Travis Vokolek,TE,Cardinals,"$1,665,000","$832,500",$0
TK McLendon,IDL,Titans,"$1,665,000","$832,500",$0
Ben VanSumeren,LB,Eagles,"$1,665,000","$832,500",$0
Irvin Charles,WR,Jets,"$1,665,000","$832,500",$0
Andrew Rupcich,RT,Titans,"$1,665,000","$832,500",$0
Tyrus Wheat,EDGE,Cowboys,"$1,665,000","$832,500",$0
Cameron Goode,EDGE,Dolphins,"$1,665,000","$832,500",$0
Bo Melton,WR,Packers,"$1,665,000","$832,500",$0
Keondre Coburn,IDL,Titans,"$1,665,000","$832,500",$0
Lucas Krull,TE,Broncos,"$1,665,000","$832,500",$0
Otis Reese,LB,Titans,"$1,665,000","$832,500",$0
DaShaun White,LB,49ers,"$1,635,000","$817,500",$0
Miles Battle,CB,Patriots,"$1,635,000","$817,500",$0
John Rhys Plumlee,QB,Seahawks,"$1,635,000","$817,500",$0
Truman Jones,EDGE,Patriots,"$1,635,000","$817,500",$0
Chris Edmonds,S,Browns,"$1,635,000","$817,500",$0
Kaden Davis,WR,Browns,"$1,635,000","$817,500",$0
Spencer Shrader,K,Chiefs,"$795,000","$795,000",$0
Evan Anderson,IDL,49ers,"$795,000","$795,000",$0
JaQuae Jackson,WR,Patriots,"$795,000","$795,000",$0
Ryan Rehkow,P,Bengals,"$795,000","$795,000",$0
Ryan Coll,LT,Colts,"$795,000","$795,000",$0
Michael Niese,LG,Lions,"$795,000","$795,000",$0
Kadeem Telfort,LT,Packers,"$795,000","$795,000",$0
Connor Galvin,LT,Lions,"$795,000","$795,000",$0
Owen Wright,RB,Ravens,"$795,000","$795,000",$0
Dondrea Tillman,EDGE,Broncos,"$795,000","$795,000",$0
Robert Burns,FB,Falcons,"$795,000","$795,000",$0
Winston Reid,LB,Browns,"$795,000","$795,000",$0
Josh Onujiogu,EDGE,Seahawks,"$795,000","$795,000",$0
Dylan McMahon,C,Rams,"$795,000","$795,000",$0
Grant DuBose,WR,Dolphins,"$795,000","$795,000",$0
Demontrey Jacobs,RT,Patriots,"$795,000","$795,000",$0
Charles Snowden,EDGE,Raiders,"$795,000","$795,000",$0
Douglas Coleman III,S,Bears,"$795,000","$795,000",$0
C.J. Brewer,IDL,Buccaneers,"$795,000","$795,000",$0
Dyontae Johnson,LB,Giants,"$795,000","$795,000",$0
Jaxson Kirkland,RG,Bengals,"$795,000","$795,000",$0
Devon Key,S,Broncos,"$795,000","$795,000",$0
Austen Pleasants,RT,49ers,"$795,000","$795,000",$0
Mitchell Agude,EDGE,Lions,"$795,000","$795,000",$0
Matt Araiza,P,Chiefs,"$795,000","$795,000",$0
Jordan Jackson,IDL,Broncos,"$795,000","$795,000",$0
Ja'Quan McMillian,CB,Broncos,"$2,370,000","$790,000",$0
Deon Bush,S,Chiefs,"$475,244","$475,244",$0
Anthony Firkser,TE,Chiefs,"$383,400","$383,400",$0
Steven Nelson,CB,Chiefs,"$383,400","$383,400",$0
Swayze Bozeman,LB,Chiefs,"$320,001","$320,001",$0
Khari Blasingame,FB,Eagles,"$302,400","$302,400",$0
Nicholas Morrow,LB,Eagles,"$302,400","$302,400",$0
Parry Nickerson,CB,Eagles,"$302,400","$302,400",$0
Justyn Ross,WR,Chiefs,"$301,666","$301,666",$0
Tyrion Davis-Price,RB,Eagles,"$267,222","$267,222",$0
Nic Jones,CB,Chiefs,"$263,333","$263,333",$0
Frank Gore Jr.,RB,Bills,"$256,667","$256,667",$0
Baylor Cupp,TE,Chiefs,"$256,667","$256,667",$0
Andre' Sam,S,Eagles,"$256,667","$256,667",$0
Cole Christiansen,LB,Chiefs,"$239,166","$239,166",$0
Dallas Gant,LB,Eagles,"$225,000","$225,000",$0
Fabien Lovett,IDL,Chiefs,"$225,000","$225,000",$0
Gabe Hall,IDL,Eagles,"$225,000","$225,000",$0
Montrell Washington,WR,Chiefs,"$225,000","$225,000",$0
Laekin Vakalahi,LT,Eagles,"$225,000","$225,000",$0
Jason Brownlee,WR,Chiefs,"$225,000","$225,000",$0
Eric Scott,CB,Chiefs,"$225,000","$225,000",$0
Kyle Philips,WR,Eagles,"$225,000","$225,000",$0
Chukwuebuka Godrick,RT,Chiefs,"$225,000","$225,000",$0
Danny Gray,WR,Eagles,"$225,000","$225,000",$0
Tariq Castro-Fields,CB,Eagles,"$225,000","$225,000",$0
Tyquan Thornton,WR,Chiefs,"$225,000","$225,000",$0
Charles Harris,EDGE,Eagles,"$225,000","$225,000",$0
A.J. Woods,CB,Eagles,"$225,000","$225,000",$0
Siaki Ika,IDL,Chiefs,"$225,000","$225,000",$0
Ian Book,QB,Eagles,"$225,000","$225,000",$0
Nick Muse,TE,Eagles,"$225,000","$225,000",$0
Keaontay Ingram,RB,Chiefs,"$225,000","$225,000",$0
Chris Oladokun,QB,Chiefs,"$225,000","$225,000",$0
Darius Rush,CB,Chiefs,"$225,000","$225,000",$0
Ochaun Mathis,EDGE,Eagles,"$225,000","$225,000",$0
K.J. Henry,EDGE,Eagles,"$225,000","$225,000",$0
Bucky Williams,C,Chargers,"$2,832,500","$94,167","$2,500"
